user_id,design_mwh
NMCKOY-PF5H0PJZ_nmckoy,58000.858000858
NMMILLER-4T259L_nmmiller,52499.50009998
NMMILLER-577H4Q_nmmiller,57030.0
NMMILLER-62XHX6_nmmiller,60000.0
NORITY-PF3C8AE9_nority,57050.01740745039
NORITY-X1YOGA_nority,57001.40028005601
NPATEL6-F4C403Q_npatel6,90000.0
NPUTSALA-0A1Z31_nputsala,45998.99345747358
OALI-PF5TMH9T_oali,99894.96901585968
OHSAWAAURA_e3158,57030.0
OHSAWACONDOR4_ohsaw,58000.196444357134
OHSAWAEAGLE7_ohsaw,49532.33430554158
P1G7_SKU5,90000.0
P1G7_SVT,90000.0
PANTHER3_SVT,57050.29013539651
PCHEN23-1000044_pchen23,44999.02704806383
PCHEN23-5000001_pchen23,58000.20038072337
PCHEN23-F4KXHBP_pchen23,51510.30206041208
PCHEN23-F5FSWCG_pchen23,57000.29641339789
PCHEN23-W0ABC67_pchen23,42000.0
PEGGY_2,51509.65539315053
PETER_pchen23,58000.999500249876
PF3KG4XY_TP-Telemetry,57001.40028005601
PF3MBEZV_TP-Telemetry,57001.40028005601
PF3MBQME_TP-Telemetry,57050.71174377224
PF3MC003_TP-Telemetry,56998.49924962481
PF3MC0GA_TP-Telemetry,57048.86308659894
PF3MDFBG_TP-Telemetry,57001.40028005601
PF3MDFJC_TP-Telemetry,57047.499274451
PF3MDXHT_TP-Telemetry,57051.705170517045
PF3MF7LQ_TP-Telemetry,57048.86308659894
PF3QE5N0_TP-Telemetry,57001.40028005601
PF6299VT_LIP,58000.97991180794
PF62AGYW_LIP,57999.21768042245
PF62AL6S_LIP,57999.80037927937
PF62APQP_LIP,58000.999500249876
PF62APRB_LIP,58000.999500249876
PHAYES-PF4H9L6S_PHAYES,52500.24274201379
PHAYES-PF62TDKH_PHAYES,75000.0
PHIL_pjjakes,57999.79099174417
PHIL_pweinstein,57000.39108330074
PHOULBROOKE-DFV_phoulbrooke,74997.50474099211
PHOVEY-PW0KPSPG_phovey,90000.98706939098
PJJAKES-F3SKNHW_pjjakes,90092.53671293502
PJJAKES-F4QW4SK_pjjakes,57030.03120124805
PJJAKES-F5B1GVP_pjjakes,80000.0
PJJAKES-F5HTSDQ_pjjakes,58000.391696043866
PJJAKES-F63ATFB_X1,58000.999500249876
PJJAKES-F63ATFB_pjjakes,58000.999500249876
PJJAKES-W0C7DHV_pjjakes,58000.0
PMCINNIS-09S0XG_pmcinnis,57000.0
PPOOJA-PW0C7CJW_ppooja,57999.81254100666
PQM-AN1-BETA_hels,58000.197413878195
PQM-BETA_frank,57000.09993004897
PQM-BETA_hels,58000.999500249876
PQM_tianx,57999.60348929421
PR2-SVT-M1_MARUICHIT,57001.40028005601
PRAMINENI-00010_pramineni,90000.99990000999
PRIMUS_tscott2,57050.29013539651
PSCHMIDT1-00044_pschmidt1,90000.0
PW05SGBF_LIP-Telemetry,90010.0
PW05SGBG_LIP-Telemetry,90010.0
PW06AQ17_LIP-Telemetry,90087.48985298096
PW06AQ1F_LIP-Telemetry,90087.79382611158
PW0KZBL0_LIP,90000.99990000999
PW0KZBLW_LIP,90000.99990000999
PW0KZBMA_LIP,89998.0839241234
PW0KZBVB_LIP,90000.99990000999
QCOM-DCV40DDOIB_jowill,57999.44222366831
QCOM-MDUXZELAOC_mikejp,58000.197413878195
QCOM-YQK1OVIMJV_dereks,57999.80618276965
RADACHI-F5AL4EK_radachi,57029.15228231684
RANDERSON4-Q4VG_randerson4,85997.79492833518
RAY-X1-9_Ratan,57051.52793760389
RBULLARD-4S7F11_rbullard,39300.0
RCLEMENTS-DS3BG_rclements,55100.4096313318
RDONAHUE-0A2BYP_rdonahue,57169.75522743039
RLOTRINIA-A7W6D_rlotrinia,50449.37736870601
RMCCARTHY2-0063_rmccarthy2,54750.593824228024
RMCFADDEN1-S8MT_rmcfadden1,57000.09993004897
ROBBIET-F67BA37_robbiet,57999.607381232825
ROCK_yuqj1,57030.628426127856
ROROSAS-F4HH26Y_rorosas,86000.0
ROROSAS-W0BX6X0_rorosas,58000.0
RPHILLIPS1-MR01_rphillips1,99900.59642147117
RSEKINOXF43CNVB_rsekino,57049.866325700335
RTWALL-PF4JTB8S_rtwall,72159.96484289167
RUBYHE_HEHP,57028.90293173107
RUMBLE_zawacki,42000.0
RUSSELL_rgantman,74997.499749975
SADACHI1-4H67H3_sadachi1,39380.20449035522
SAYINGZIYIN_yinsyz1,57000.11618450099
SBARATAM-000032_sbaratam,54699.83018679453
SBLEAKLEY-742XA_sbleakley,58000.999500249876
SDESCHENES-FH3M_sdeschenes,52499.15758733011
SDILLARD1-2S9T3_sdillard1,75000.0
SDILLARD1-GR30Q_sdillard1,57999.79937807203
SHAUSER-F62JTB9_shauser,75002.49975002499
SHAUSER-W0J2TNX_shauser,54749.67261005339
SHIGE_MS2ARL,57029.304730894466
SHIGE_TH1,57029.53263882252
SHIGE_TH1SVT,57030.143637467125
SHIGUCHI-3_shiguchi,42000.0
SITZ13G2JN5BETA_jnunez5,51510.0
SIWAI-PF43AVX9_siwai,57050.29013539651
SIWAI-PF462GGQ_localuser,57047.93545325107
SIWAI-PF462GGQ_siwai,57047.93545325107
SIWAI-PF5P5JF7_siwai,57029.92094466126
SKADUKUNTLA-MTB_skadukuntla,54749.01062278692
SKAWANO-F2PXEKF_seiuchi,57000.35207135313
SKAWANO-F2PXEKF_skawano,57000.35207135313
SKEENER-W0A2BT8_skeener,57169.99050332384
SKOYAMA-F2Q1LZA_skoyama,50450.64610706917
SLO10-PF68EAMW_slo10,58000.999500249876
SORIDE-50000008_soride,89998.0272243046
SPAVLIC-F66MQCF_SPAVLIC,75000.0
SPETERSEN2-SBS6_spetersen2,58019.00950475237
SPOSHAR-W0J2TP0_sposhar,54750.09916699722
SSPINNER-000090_sspinner,54749.81870920957
SSUGIMOTO2-0011_ssugimoto2,90000.99990000999
SSUGIMOTO2-6_ssugimoto2,90000.0
SSUGIMOTO2-7_ssugimoto2,90001.01409593348
SSUGIMOTO2-PSSK_ssugimoto2,90000.99990000999
STAHAMTAN-MLH1C_stahamtan,57029.823493609256
STEVENLONG-EKAH_stevenlong,57030.09373458313
STEVENLONG-XACV_stevenlong,56999.90092143069
SUGAP-PF2QQVFQ_SUGAP,57000.0
SWIGGINS-0HBMT4_swiggins,54750.191319558326
SYADAVILLI-NH12_syadavilli,99900.04442470013
SYAMAKI-9000027_s,58000.0
SYANG30-W0KZBQZ_syang30,90001.05474106107
SYD6_zf,75000.0
T14S-GEN5-REX_shensl3,58019.73574176284
T14S2IN1_robbiet,58000.0
T14SG5-CBLI_cblindenbacher,58000.73233247894
TAJISAKA-49SXPJ_tajisaka,57051.14013725924
TBERDAR-F4G0ASQ_tberdar,52497.560975609755
TBERDAR-F4RM5MK_tberdar,57029.02115100836
TBERDAR-F5DC8CG_tberdar,55100.20939276099
TBERDAR-F62QQCF_tberdar,75000.0
TCHONAN-F49QH11_tchonan,56999.890025294175
THAMES2BESVT_apham,57030.80160704036
THAMES2EEPSVT_apham,57029.15228231684
THAMES_SIT,57028.816199376946
THANNA-PF3SLBYQ_thanna,90000.0
THANNA-PW0KQC0Y_thanna,90000.0
THANSON-F5NV1S7_thanson,56999.646184691584
TK-THAMES2_takay,57029.53263882252
TKOIKE-PF43BEK1_tkoide,57049.8130502955
TLIN29-PF4EHFCT_tlin29,54699.98988161489
TM1SIT1XPF4LA6X_EEP,57029.68406986733
TMIYAMOTO1-75C2_tmiyamoto1,57139.993987373484
TMOCHIZUKI-FHMH_tmochizuki,52500.50010002
TMORIWAKI-00019_tmoriwaki,90000.0
TNAKAMURA8-CRZW_tnakamura8,56999.516441005806
TOM_thiller,46500.99403578529
TP-X1C-G11_emmet,57000.0
TPARRISH2-00047_tparrish2,90000.0
TRICHARDSON-GP9_trichardson,90009.93048659385
TRICHARDSON-NKH_trichardson,75000.0
TSCOTT2-F4RVJLS_tscott2,58020.13422818792
TSCOTT2-F58PHQH_tscott2,57030.22339027595
TSCOTT2-F5CERG3_tscott2,57030.576056743026
TSUZUKI26-9VQR2_tsuzuki26,57049.356223175964
TTARRATS-09S0Z9_ttarrats,57001.20192307692
TTOMIMATSU-DC3F_ttomimatsu,57001.07616883894
TYLER_tparrish2,58001.584472172704
UINABA-GM114QLP_uinaba,58018.396320735854
VBARONE-F67TWPP_vbarone,58000.999500249876
VISHNU_vkotipalli1,90000.95960080608
VSHARAK-F66KN1E_vsharak,75002.49975002499
WANGLYB-5FGJED_wanglyb,57029.83509674959
WANGTC3-F4210KH_wangtc3,56999.18138229447
WCARTER-F3SKVGA_wcarter,90091.83673469388
WCHANG11-4C429A_wchang11,90001.07863229426
WCHANG11-4Y8ZWG_wchang11,75000.0
WFELTER-F5HN5KV_wfelter,99898.27060020347
WII-PF67AM0B_wii,75000.0
WOMALLEY-55RJ32_womalley,57000.0
WSHX016709_Lenovo,57028.353872357475
X1-CARBON-G12_hewei,57029.608404966566
X1-LNL-BE-SIT_mripp,57029.70297029703
X13_2IN1,54700.197671864706
X1C-G13-TK_E28508,57030.143637467125
X1C-LNL-SIT-EEP_mripp,57029.74121282348
X1C13-2024_henry,57001.35948727908
X1C13-SIT_X1C13,57029.20254586297
X1C_GEN13,57029.434546862896
X1C_LNL,57029.79970688813
X1C_METEOR,57030.31511767052
X1C_SIT,57030.4149256632
X1FOLD16-TK_E28508,48280.87670094526
X1FOLDSVT_laher,48280.00436824288
X1YADL_KMK,57002.154509079715
X1_2-IN-1,57000.78003120125
X9-14_SVT,55098.98020395921
X9-14_jeffreyf1,55099.85387238188
X9-SIT1_xuxru,55099.2966487381
X9-TK_E28508,55099.5896306676
X9ALADDIN-NAITO_arima,80000.0
XBB20241007_Lenovo,57032.79336230739
XIUQIN_liuxq13,54750.17593244194
XLIN3-PF4RXZPZ_xlin3,52500.0
Y25872-PC2DR71X_y25872,57001.29762887814
YANAGISAWA51_yanagisawa,48281.13842701214
YANGYQ-PF50KB95_yangyq,57002.18818380743
YCRANFORD-7CHLT_ycranford,58000.999500249876
YICHIKAWA3-M43N_yichikawa3,56999.88880240187
YINGNIE-W01KL34_yingnie,49570.0
YNAN-PF4FDG4X_qizha,85997.8168105587
YNAN-PF4FDG4X_ynan,85997.8168105587
YONDA-PF1BLXHW_yonda,50999.86929813096
YSONE-PF3993EL_ysone,51001.59344411564
YSUZUKI11-9S4B8_ysuzuki11,39299.26132960671
YTAGAMI-F3TQANR_ytagami,57000.50454086781
YTAKEDA1-15_ytakeda1,90000.98706939098
YWADA-PF49SXTB_ywada,57049.108607678
ZAWACKIJE_j,58000.0
ZHANGLU11-10_zhanglu11,47880.270207314235
ZWOXPF3V6VNY_zwo,51000.106963311584
